text ,domain,name ,kind ,model
"Canadian friends, and we can hardly say we were impressed, though we all knew well what they",CollegeEssay_real_323,Real College Essays,Human-Written,Human
were made of. We have specially vivid recollections of one Canadian sentry on duty at night,CollegeEssay_real_324,Real College Essays,Human-Written,Human
"opposite D Company's billet, evidently ""well away,"" loosing off his rifle at intervals, apparently",CollegeEssay_real_325,Real College Essays,Human-Written,Human
"to let us know that he was ""present and correct."" One bullet was close enough to be unpleasant,",CollegeEssay_real_326,Real College Essays,Human-Written,Human
and fetched a lump off the tree just outside the window. In this area we were nearer to the,CollegeEssay_real_327,Real College Essays,Human-Written,Human
"line than we had yet been, some of our guns firing from quite close to the village, and we",CollegeEssay_real_328,Real College Essays,Human-Written,Human
found it an interesting experience to see for the first time an aeroplane being shelled.,CollegeEssay_real_329,Real College Essays,Human-Written,Human
,CollegeEssay_real_330,Real College Essays,Human-Written,Human
"We stood by for two days, ready to move at a moment's notice, hearing much of the noise of",CollegeEssay_real_331,Real College Essays,Human-Written,Human
"the battle. The attack, however, was not successful and the Bois du Biez plan, therefore, fell",CollegeEssay_real_332,Real College Essays,Human-Written,Human
"through. On March 13th, we got orders to move to fresh billets. We had to travel light as we",CollegeEssay_real_333,Real College Essays,Human-Written,Human
"were still regarded as a ""flying column."" Much superfluous kit was left behind, to be sent",CollegeEssay_real_334,Real College Essays,Human-Written,Human
"for later on, and the weird bundles left at the Estaminet at Bac-St. Maur will not readily",CollegeEssay_real_335,Real College Essays,Human-Written,Human
"be forgotten. We marched that afternoon via Estaires to Neuf Berquin, where we had again to",CollegeEssay_real_336,Real College Essays,Human-Written,Human
"be content with rather crowded, if somewhat more comfortable billets than we had left.",CollegeEssay_real_337,Real College Essays,Human-Written,Human
,CollegeEssay_real_338,Real College Essays,Human-Written,Human
One or two changes in personnel had already taken place. Capt. Hodgkinson gave up the appointment,CollegeEssay_real_339,Real College Essays,Human-Written,Human
"of Quar.-Master owing to some technicalities, and for the moment acted as Censor. In this capacity",CollegeEssay_real_340,Real College Essays,Human-Written,Human
"he was obliged, to our great annoyance, to carry out the order to relieve us of our cameras,",CollegeEssay_real_341,Real College Essays,Human-Written,Human
"which were sent home,--no doubt on the whole a wise and necessary precaution. Capt. Hodgkinson",CollegeEssay_real_342,Real College Essays,Human-Written,Human
"was succeeded as Quar.-Master by Lieut. Torrance, who was destined, with a short break in 1918,",CollegeEssay_real_343,Real College Essays,Human-Written,Human
"to carry out the duties up to the end of the war. He performed them with much success, and",CollegeEssay_real_344,Real College Essays,Human-Written,Human
"in a way that only Torrance could. On his appointment as Quar. Master, the Orderly Room came",CollegeEssay_real_345,Real College Essays,Human-Written,Human
"under the charge of Corpl. R. Harvey, who carried out his difficult task with the utmost devotion,",CollegeEssay_real_346,Real College Essays,Human-Written,Human
"without a break until the last man of the Battalion was demobilised. Second Lieut. G. W. Fosbery,",CollegeEssay_real_347,Real College Essays,Human-Written,Human
"who received his Commission as we were about to cross to France, took over his platoon from",CollegeEssay_real_348,Real College Essays,Human-Written,Human
"Handford, who as Signalling Officer had enough other work to keep him busy.",CollegeEssay_real_349,Real College Essays,Human-Written,Human
,CollegeEssay_real_350,Real College Essays,Human-Written,Human
"We stayed at Neuf Berquin for ten days and did a considerable amount of useful training, but",CollegeEssay_real_351,Real College Essays,Human-Written,Human
"unfortunately at this time many men were sick, owing to the bad water, so that parades were",CollegeEssay_real_352,Real College Essays,Human-Written,Human
somewhat small. In addition to continued route marches to keep feet in condition we practised,CollegeEssay_real_353,Real College Essays,Human-Written,Human
"formations for advancing through woods in the Bois d'Aval, open warfare attack under the watchful",CollegeEssay_real_354,Real College Essays,Human-Written,Human
"eye of General Gough, and several trench-to-trench attacks on the leap-frog principle, the",CollegeEssay_real_355,Real College Essays,Human-Written,Human
"first line capturing and holding the front trench, and other lines passing through them to",CollegeEssay_real_356,Real College Essays,Human-Written,Human
"attack the support trenches. We also began to practise making and throwing the old ""jam-tin",CollegeEssay_real_357,Real College Essays,Human-Written,Human
"bomb,"" the beginning of the attack of ""bomb fever,"" which unfortunately was to play such a",CollegeEssay_real_358,Real College Essays,Human-Written,Human
"prominent part in the warfare of the next two or three years, undoubtedly to the detriment",CollegeEssay_real_359,Real College Essays,Human-Written,Human
of all sound training and tactics.,CollegeEssay_real_360,Real College Essays,Human-Written,Human
,CollegeEssay_real_361,Real College Essays,Human-Written,Human
"Arrangements had meanwhile been made for our initiation into the mysteries of real trench warfare,",CollegeEssay_real_362,Real College Essays,Human-Written,Human
"and with that object in view we were moved on March 24th, to Vieux Berquin, and on the 26th,",CollegeEssay_real_363,Real College Essays,Human-Written,Human
"across the frontier to Romarin in Belgium, being once more attached to the Lincoln and Leicester",CollegeEssay_real_364,Real College Essays,Human-Written,Human
Brigade. Much to our regret the rum issue was stopped the next day!,CollegeEssay_real_365,Real College Essays,Human-Written,Human
,CollegeEssay_real_366,Real College Essays,Human-Written,Human
"We were attached for instruction to the 10th Infantry Brigade, 4th Division, and the programme",CollegeEssay_real_367,Real College Essays,Human-Written,Human
"arranged allowed each Company to spend two nights in the trenches, with a break of 24 hours",CollegeEssay_real_368,Real College Essays,Human-Written,Human
"in billets. The Battalions to which we were attached included the Royal Irish Rifles, 2nd Royal",CollegeEssay_real_369,Real College Essays,Human-Written,Human
"Dublin Fusiliers, Argyll and Sutherland Highlanders, 2nd Seaforth Highlanders, and 2nd Royal",CollegeEssay_real_370,Real College Essays,Human-Written,Human
"Warwicks, who held the trenches about Ploegsteert and opposite Messines.",CollegeEssay_real_371,Real College Essays,Human-Written,Human
,CollegeEssay_real_372,Real College Essays,Human-Written,Human
The first night each Officer and man studied the work of his counterpart in the Battalion to,CollegeEssay_real_373,Real College Essays,Human-Written,Human
"which he was attached, and the second night platoons were allotted definite lengths of trench,",CollegeEssay_real_374,Real College Essays,Human-Written,Human
"for which they were held responsible. This first experience was not exactly full of incident,",CollegeEssay_real_375,Real College Essays,Human-Written,Human
"as on the whole we had a very quiet time, but for us, as for all others on their first visit",CollegeEssay_real_376,Real College Essays,Human-Written,Human
"to the line, many little incidents of everyday trench routine were novel and exciting. Recollection",CollegeEssay_real_377,Real College Essays,Human-Written,Human
"lingers on the long, slow tramp to the trenches, along corduroy tracks in thick darkness lighted",CollegeEssay_real_378,Real College Essays,Human-Written,Human
up from time to time by Very lights from our own trenches and by the infinitely superior ones,CollegeEssay_real_379,Real College Essays,Human-Written,Human
"from the enemy (we recollect that some of us, faithful to our instructions, but slightly misguided,",CollegeEssay_real_380,Real College Essays,Human-Written,Human
"began ducking quite five miles behind the line when a flare went up), the constant order to",CollegeEssay_real_381,Real College Essays,Human-Written,Human
"keep closed up, the whizz of bullets, at every one of which we ducked instantly, the cracking",CollegeEssay_real_382,Real College Essays,Human-Written,Human
"of rifles, the 'dead cow' smell which afterwards became so painfully familiar, the arrival",CollegeEssay_real_383,Real College Essays,Human-Written,Human
